order_id,order_date,ship_date,ship_mode,customer_id,segment,region,state,category,sub_category,quantity,discount,sales,profit
ORD-2023-00675,2024-06-23,2024-06-23,Same Day,CUST-0243,Home Office,East,Ohio,Technology,Phones,5,0.2,1397.83,78.49
ORD-2023-00676,2024-05-12,2024-05-13,Standard Class,CUST-0397,Corporate,Central,Michigan,Technology,Phones,4,0.0,511.6,90.82
ORD-2023-00677,2024-09-26,2024-09-28,Second Class,CUST-0105,Consumer,South,Alabama,Office Supplies,Art,8,0.0,72.8,16.93
ORD-2023-00678,2023-08-31,2023-09-03,First Class,CUST-0028,Consumer,South,Louisiana,Office Supplies,Binders,3,0.0,83.74,4.74
ORD-2023-00679,2023-08-27,2023-09-02,Second Class,CUST-0231,Consumer,East,Massachusetts,Office Supplies,Pens,7,0.0,177.42,16.07
ORD-2023-00680,2023-01-08,2023-01-13,Standard Class,CUST-0027,Consumer,West,Arizona,Office Supplies,Binders,6,0.1,95.71,13.14
ORD-2023-00681,2024-12-08,2024-12-09,Standard Class,CUST-0034,Consumer,West,Oregon,Technology,Networking,2,0.0,1956.76,354.93
ORD-2023-00682,2023-11-06,2023-11-06,Second Class,CUST-0110,Consumer,South,Tennessee,Technology,Accessories,4,0.1,639.52,83.17
ORD-2023-00683,2024-10-13,2024-10-13,Standard Class,CUST-0289,Consumer,West,Washington,Office Supplies,Art,5,0.0,121.02,19.25
ORD-2023-00684,2023-08-03,2023-08-05,First Class,CUST-0265,Consumer,South,Tennessee,Office Supplies,Paper,2,0.2,121.04,4.29
ORD-2023-00685,2023-06-17,2023-06-22,Second Class,CUST-0201,Home Office,West,Oregon,Furniture,Chairs,1,0.15,669.25,-27.3
ORD-2023-00686,2024-07-03,2024-07-06,Second Class,CUST-0166,Corporate,South,Tennessee,Furniture,Bookcases,3,0.1,154.71,9.45
ORD-2023-00687,2024-12-08,2024-12-11,Same Day,CUST-0002,Corporate,West,Nevada,Office Supplies,Pens,5,0.0,187.24,23.63
ORD-2023-00688,2024-09-12,2024-09-17,Standard Class,CUST-0359,Corporate,South,Tennessee,Technology,Accessories,3,0.4,571.17,-60.4
ORD-2023-00689,2023-07-15,2023-07-15,First Class,CUST-0043,Consumer,East,New York,Furniture,Bookcases,1,0.0,455.88,52.89
ORD-2023-00690,2023-03-22,2023-03-25,Standard Class,CUST-0121,Corporate,West,Oregon,Technology,Phones,4,0.0,574.31,140.64
ORD-2023-00691,2023-10-28,2023-11-01,First Class,CUST-0006,Corporate,West,Nevada,Technology,Phones,3,0.0,630.07,96.67
ORD-2023-00692,2024-12-23,2024-12-23,Second Class,CUST-0181,Corporate,Central,Michigan,Technology,Accessories,5,0.2,438.37,9.02
ORD-2023-00693,2023-07-11,2023-07-16,Second Class,CUST-0136,Consumer,East,New York,Office Supplies,Paper,7,0.2,137.87,-6.83
ORD-2023-00694,2023-03-10,2023-03-14,Standard Class,CUST-0117,Home Office,West,California,Technology,Phones,6,0.4,419.56,-5.67
ORD-2023-00695,2024-01-16,2024-01-18,First Class,CUST-0055,Corporate,South,Tennessee,Office Supplies,Art,8,0.0,76.21,9.78
ORD-2023-00696,2024-11-13,2024-11-18,Standard Class,CUST-0193,Consumer,East,Ohio,Office Supplies,Art,8,0.0,338.49,54.27
ORD-2023-00697,2023-11-14,2023-11-14,Standard Class,CUST-0356,Home Office,Central,Wisconsin,Technology,Laptops,4,0.0,356.54,70.07
ORD-2023-00698,2023-01-29,2023-02-01,Standard Class,CUST-0078,Home Office,South,Louisiana,Furniture,Chairs,3,0.0,324.85,39.92
ORD-2023-00699,2024-10-13,2024-10-19,Second Class,CUST-0094,Consumer,South,Kentucky,Furniture,Chairs,3,,79.26,-1.17
ORD-2023-00700,2023-12-17,2023-12-20,Standard Class,CUST-0248,Consumer,South,Georgia,Furniture,Chairs,4,0.1,341.79,17.43
ORD-2023-00701,2024-09-17,2024-09-19,Standard Class,CUST-0180,Home Office,South,Tennessee,Office Supplies,Binders,6,0.2,20.2,0.41
ORD-2023-00702,2023-01-16,2023-01-16,Standard Class,CUST-0267,Consumer,East,Pennsylvania,Technology,Laptops,3,0.0,387.26,69.59
ORD-2023-00703,2024-08-11,2024-08-12,Standard Class,CUST-0318,Consumer,Central,Michigan,Office Supplies,Paper,7,0.0,61.93,4.97
ORD-2023-00704,2023-07-31,2023-07-31,Standard Class,CUST-0045,Consumer,Central,Texas,Technology,Laptops,3,0.1,521.64,75.42
ORD-2023-00705,2024-05-20,2024-05-22,Standard Class,CUST-0355,Home Office,West,California,Technology,Phones,7,0.0,835.4,128.75
ORD-2023-00706,2024-10-17,2024-10-19,Standard Class,CUST-0195,Home Office,West,Nevada,Office Supplies,Binders,6,0.1,112.43,3.9
ORD-2023-00707,2024-08-21,2024-08-26,Standard Class,CUST-0158,Consumer,East,Pennsylvania,Furniture,Chairs,5,0.1,180.46,4.09
ORD-2023-00708,2023-05-28,2023-05-28,Standard Class,CUST-0257,Consumer,East,Massachusetts,Furniture,Bookcases,3,0.1,954.28,22.62
ORD-2023-00709,2024-06-09,2024-06-10,Second Class,CUST-0223,Consumer,Central,Wisconsin,Office Supplies,Paper,3,0.1,134.02,9.44
ORD-2023-00710,2024-12-13,2024-12-16,Second Class,CUST-0306,Consumer,West,California,Technology,Accessories,3,0.0,552.21,95.4
ORD-2023-00711,2024-01-20,2024-01-25,Standard Class,CUST-0201,Consumer,West,Nevada,Furniture,Furnishings,7,0.0,329.44,18.54
ORD-2023-00712,2024-07-16,2024-07-22,Standard Class,CUST-0149,Home Office,Central,Michigan,Technology,Phones,8,0.0,291.19,57.34
ORD-2023-00713,2024-02-12,2024-02-17,Standard Class,CUST-0390,Corporate,Central,Texas,Office Supplies,Art,5,0.1,414.22,29.45
ORD-2023-00714,2024-10-30,2024-11-03,Standard Class,CUST-0103,Home Office,West,Washington,Office Supplies,Binders,6,0.4,136.45,-21.27
ORD-2023-00715,2024-03-14,2024-03-18,Standard Class,CUST-0284,Consumer,South,Georgia,Technology,Phones,4,0.4,1024.45,-103.2
ORD-2023-00716,2023-08-29,2023-08-29,Standard Class,CUST-0035,Consumer,West,California,Technology,Laptops,2,0.0,1193.58,235.8
ORD-2023-00717,2023-08-26,2023-08-28,Standard Class,CUST-0227,Consumer,East,Massachusetts,Furniture,Tables,5,,316.1,-2.03
ORD-2023-00718,2023-04-01,2023-04-05,Second Class,CUST-0193,Consumer,East,New York,Furniture,Chairs,6,0.0,359.82,45.92
ORD-2023-00719,2023-10-18,2023-10-19,Standard Class,CUST-0249,Consumer,West,Nevada,Office Supplies,Art,8,0.1,172.07,12.59
ORD-2023-00720,2024-12-13,2024-12-13,Standard Class,CUST-0312,Consumer,West,Arizona,Technology,Phones,5,0.1,1305.17,72.99
ORD-2023-00721,2024-01-20,2024-01-24,Second Class,CUST-0149,Corporate,Central,Wisconsin,Technology,Phones,4,0.2,1009.0,46.66
ORD-2023-00722,2023-06-22,2023-06-24,Standard Class,CUST-0243,Corporate,Central,Michigan,Office Supplies,Art,8,0.1,100.79,6.32
ORD-2023-00723,2024-07-02,2024-07-02,Same Day,CUST-0124,Consumer,West,Arizona,Furniture,Tables,5,0.0,625.88,62.31
ORD-2023-00724,2024-05-26,2024-05-30,Standard Class,CUST-0350,Corporate,West,Oregon,Office Supplies,Art,1,0.3,127.16,-7.67
ORD-2023-00725,2023-07-17,2023-07-23,Second Class,CUST-0286,Corporate,East,Ohio,Furniture,Bookcases,5,0.15,384.24,-18.91
ORD-2023-00726,2024-09-02,2024-09-07,Standard Class,CUST-0057,Consumer,South,Kentucky,Office Supplies,Storage,4,0.0,94.35,10.88
ORD-2023-00727,2023-09-24,2023-09-25,Standard Class,CUST-0216,Corporate,West,Nevada,Furniture,Tables,2,0.0,366.05,18.69
ORD-2023-00728,2024-01-18,2024-01-24,First Class,CUST-0349,Consumer,Central,Minnesota,Office Supplies,Storage,7,,249.18,17.46
ORD-2023-00729,2023-05-24,2023-05-30,Standard Class,CUST-0252,Home Office,South,Alabama,Office Supplies,Art,8,0.15,77.46,2.25
ORD-2023-00730,2024-08-08,2024-08-14,First Class,CUST-0347,Consumer,West,California,Technology,Phones,7,0.1,565.16,47.91
ORD-2023-00731,2024-06-20,2024-06-20,Standard Class,CUST-0357,Corporate,Central,Illinois,Office Supplies,Storage,6,0.1,86.71,5.68
ORD-2023-00732,2024-09-02,2024-09-08,Standard Class,CUST-0330,Corporate,South,Georgia,Technology,Phones,8,0.0,252.46,63.36
ORD-2023-00733,2024-12-07,2024-12-13,Standard Class,CUST-0194,Corporate,Central,Illinois,Technology,Accessories,1,0.4,118.03,1.29
ORD-2023-00734,2023-06-05,2023-06-05,Standard Class,CUST-0213,Corporate,Central,Illinois,Technology,Accessories,7,0.0,300.1,73.81
ORD-2023-00735,2023-05-02,2023-05-04,Standard Class,CUST-0035,Home Office,Central,Wisconsin,Technology,Networking,6,0.1,322.42,32.75
ORD-2023-00736,2023-03-14,2023-03-16,Standard Class,CUST-0395,Consumer,South,Kentucky,Furniture,Furnishings,4,0.4,296.51,-32.5
ORD-2023-00737,2023-11-10,2023-11-16,Standard Class,CUST-0005,Consumer,West,California,Furniture,Tables,7,0.0,940.8,66.81
ORD-2023-00738,2023-04-15,2023-04-17,Standard Class,CUST-0245,Corporate,West,Washington,Office Supplies,Paper,3,,140.39,6.15
ORD-2023-00739,2023-08-10,2023-08-15,First Class,CUST-0324,Consumer,East,Massachusetts,Office Supplies,Paper,4,0.0,70.07,7.05
ORD-2023-00740,2023-10-15,2023-10-16,Standard Class,CUST-0286,Corporate,South,Kentucky,Office Supplies,Paper,2,0.0,345.38,54.36
ORD-2023-00741,2024-02-23,2024-02-28,Standard Class,CUST-0005,Consumer,Central,Minnesota,Office Supplies,Pens,6,0.0,52.71,3.85
ORD-2023-00742,2024-08-12,2024-08-16,Standard Class,CUST-0373,Consumer,East,Florida,Technology,Accessories,8,0.1,290.81,45.81
ORD-2023-00743,2024-11-30,2024-12-06,Second Class,CUST-0092,Corporate,Central,Michigan,Office Supplies,Binders,5,0.0,131.15,12.69
ORD-2023-00744,2024-07-11,2024-07-17,First Class,CUST-0174,Home Office,East,Ohio,Office Supplies,Binders,8,0.0,191.31,37.96
ORD-2023-00745,2023-08-11,2023-08-14,Second Class,CUST-0094,Consumer,South,Louisiana,Office Supplies,Pens,2,0.1,135.1,9.1
ORD-2023-00746,2024-08-09,2024-08-14,Second Class,CUST-0141,Corporate,West,Arizona,Office Supplies,Storage,7,0.15,331.96,30.2
ORD-2023-00747,2024-06-15,2024-06-17,Same Day,CUST-0343,Home Office,East,Ohio,Office Supplies,Binders,6,0.2,171.49,16.94
ORD-2023-00748,2023-11-26,2023-12-01,Second Class,CUST-0264,Consumer,West,California,Office Supplies,Binders,4,0.3,252.82,-15.55
ORD-2023-00749,2023-05-24,2023-05-24,Standard Class,CUST-0003,Corporate,East,Massachusetts,Technology,Phones,5,0.1,799.81,66.57
ORD-2023-00750,2024-10-05,2024-10-09,Standard Class,CUST-0399,Consumer,South,Kentucky,Furniture,Furnishings,4,0.0,189.5,3.19
ORD-2023-00751,2023-07-10,2023-07-12,Same Day,CUST-0319,Corporate,Central,Illinois,Technology,Accessories,6,0.1,410.93,75.66
ORD-2023-00752,2024-03-24,2024-03-24,Standard Class,CUST-0245,Corporate,West,Oregon,Office Supplies,Pens,8,,263.07,-10.09
ORD-2023-00753,2024-02-01,2024-02-04,Standard Class,CUST-0327,Consumer,West,California,Technology,Laptops,5,0.1,420.02,32.12
ORD-2023-00754,2024-10-26,2024-10-27,Second Class,CUST-0283,Consumer,Central,Minnesota,Technology,Accessories,4,,115.72,15.12
ORD-2023-00755,2023-03-18,2023-03-22,Second Class,CUST-0150,Home Office,Central,Texas,Technology,Networking,2,0.0,579.37,125.17
ORD-2023-00756,2024-03-03,2024-03-06,First Class,CUST-0012,Consumer,South,Kentucky,Office Supplies,Paper,8,0.0,75.6,14.6
ORD-2023-00757,2023-12-06,2023-12-08,Second Class,CUST-0342,Corporate,Central,Minnesota,Office Supplies,Binders,2,0.1,247.37,19.04
ORD-2023-00758,2024-05-03,2024-05-03,Standard Class,CUST-0084,Home Office,Central,Wisconsin,Furniture,Chairs,3,0.2,636.41,3.2
ORD-2023-00759,2023-01-17,2023-01-21,Standard Class,CUST-0368,Corporate,South,Louisiana,Technology,Networking,3,0.0,188.99,40.31
ORD-2023-00760,2024-10-18,2024-10-22,Standard Class,CUST-0290,Consumer,West,Nevada,Office Supplies,Art,5,0.15,184.84,12.99
ORD-2023-00761,2023-04-26,2023-04-27,Standard Class,CUST-0148,Corporate,South,Georgia,Office Supplies,Binders,8,0.1,150.33,17.23
ORD-2023-00762,2023-04-05,2023-04-05,Standard Class,CUST-0301,Home Office,South,Alabama,Office Supplies,Binders,1,0.3,90.56,-2.57
ORD-2023-00763,2024-04-26,2024-04-27,Standard Class,CUST-0158,Consumer,West,Nevada,Furniture,Tables,5,0.15,338.68,-0.59
ORD-2023-00764,2024-02-12,2024-02-18,Standard Class,CUST-0082,Consumer,East,New York,Office Supplies,Storage,7,0.4,92.7,-13.46
ORD-2023-00765,2023-02-04,2023-02-04,Standard Class,CUST-0111,Corporate,Central,Texas,Furniture,Furnishings,8,0.4,442.42,-54.24
ORD-2023-00766,2024-03-03,2024-03-09,Standard Class,CUST-0268,Corporate,West,California,Furniture,Furnishings,8,0.1,581.49,-14.57
ORD-2023-00767,2024-10-20,2024-10-25,Standard Class,CUST-0191,Consumer,West,Oregon,Technology,Accessories,8,0.1,756.05,53.16
ORD-2023-00768,2023-08-22,2023-08-25,Standard Class,CUST-0007,Home Office,West,California,Technology,Phones,1,0.0,1125.21,230.4
ORD-2023-00769,2023-07-21,2023-07-27,Second Class,CUST-0068,Home Office,East,Ohio,Furniture,Bookcases,7,0.0,526.64,57.09
ORD-2023-00770,2023-11-17,2023-11-22,Standard Class,CUST-0384,Home Office,South,Kentucky,Technology,Networking,1,0.1,308.84,36.28
ORD-2023-00771,2024-11-29,2024-11-30,Standard Class,CUST-0316,Consumer,East,Massachusetts,Furniture,Bookcases,3,0.0,382.45,50.33
ORD-2023-00772,2024-07-20,2024-07-21,First Class,CUST-0183,Consumer,West,Oregon,Technology,Phones,2,0.15,417.75,14.6
ORD-2023-00773,2023-10-12,2023-10-13,Standard Class,CUST-0217,Corporate,Central,Illinois,Office Supplies,Binders,7,0.0,104.18,12.78
ORD-2023-00774,2023-01-16,2023-01-21,Second Class,CUST-0150,Consumer,South,Alabama,Office Supplies,Storage,3,0.0,79.69,8.2
ORD-2023-00775,2024-09-01,2024-09-05,Second Class,CUST-0199,Consumer,East,Pennsylvania,Office Supplies,Art,4,0.0,230.58,33.85
ORD-2023-00776,2023-12-24,2023-12-29,Standard Class,CUST-0352,Corporate,West,Arizona,Technology,Networking,8,0.1,537.96,46.46
ORD-2023-00777,2023-01-08,2023-01-13,Standard Class,CUST-0286,Consumer,East,Massachusetts,Technology,Laptops,3,0.2,248.73,29.18
ORD-2023-00778,2024-06-07,2024-06-10,Standard Class,CUST-0042,Consumer,West,Arizona,Office Supplies,Art,3,0.0,107.66,16.03
ORD-2023-00779,2024-03-16,2024-03-17,Standard Class,CUST-0229,Corporate,Central,Minnesota,Furniture,Bookcases,6,0.1,1223.63,-5.64
ORD-2023-00780,2024-03-07,2024-03-12,First Class,CUST-0146,Consumer,South,Louisiana,Technology,Networking,8,0.1,521.17,52.51
ORD-2023-00781,2023-09-16,2023-09-19,First Class,CUST-0202,Consumer,South,Louisiana,Furniture,Tables,5,0.0,334.16,23.46
ORD-2023-00782,2023-01-17,2023-01-17,First Class,CUST-0179,Corporate,Central,Texas,Technology,Networking,7,0.0,354.13,68.33
ORD-2023-00783,2024-12-30,2025-01-02,Standard Class,CUST-0010,Corporate,East,Ohio,Technology,Phones,8,0.1,1458.57,192.63
ORD-2023-00784,2024-02-21,2024-02-27,Standard Class,CUST-0052,Corporate,Central,Michigan,Furniture,Chairs,3,0.2,79.26,0.25
ORD-2023-00785,2024-03-16,2024-03-22,Standard Class,CUST-0146,Corporate,Central,Michigan,Technology,Accessories,6,0.2,450.41,24.95
ORD-2023-00786,2024-10-08,2024-10-09,Standard Class,CUST-0361,Consumer,West,Oregon,Furniture,Tables,1,0.15,254.96,-2.64
ORD-2023-00787,2023-05-06,2023-05-08,Standard Class,CUST-0330,Consumer,Central,Texas,Technology,Phones,4,0.4,531.81,-23.5
ORD-2023-00788,2023-05-27,2023-05-30,Standard Class,CUST-0114,Corporate,East,Massachusetts,Furniture,Furnishings,4,0.0,180.62,11.51
ORD-2023-00789,2023-03-24,2023-03-24,Standard Class,CUST-0120,Consumer,Central,Texas,Office Supplies,Storage,6,0.15,260.87,19.56
ORD-2023-00790,2024-03-27,2024-03-30,Standard Class,CUST-0265,Consumer,South,Tennessee,Office Supplies,Pens,1,0.0,39.43,5.02
ORD-2023-00791,2024-04-07,2024-04-13,First Class,CUST-0393,Home Office,West,Nevada,Office Supplies,Binders,6,0.0,192.9,24.38
ORD-2023-00792,2024-04-23,2024-04-24,Standard Class,CUST-0011,Consumer,West,Arizona,Furniture,Chairs,5,0.15,135.16,-4.47
ORD-2023-00793,2023-04-17,2023-04-18,First Class,CUST-0247,Consumer,Central,Minnesota,Office Supplies,Paper,4,0.2,106.88,-0.35
ORD-2023-00794,2024-04-30,2024-05-06,First Class,CUST-0007,Corporate,East,Massachusetts,Furniture,Bookcases,1,0.1,166.01,-0.85
ORD-2023-00795,2024-12-20,2024-12-22,Standard Class,CUST-0167,Home Office,Central,Wisconsin,Technology,Laptops,3,0.15,571.74,67.01
ORD-2023-00796,2024-09-30,2024-10-02,Standard Class,CUST-0395,Corporate,South,Tennessee,Office Supplies,Paper,5,0.15,145.24,13.17
ORD-2023-00797,2023-11-01,2023-11-07,Standard Class,CUST-0355,Consumer,East,New York,Office Supplies,Storage,8,0.1,92.19,10.93
ORD-2023-00798,2023-09-21,2023-09-23,Standard Class,CUST-0244,Home Office,West,Arizona,Furniture,Chairs,4,0.0,684.77,64.05
ORD-2023-00799,2024-05-29,2024-05-31,Standard Class,CUST-0212,Consumer,Central,Wisconsin,Technology,Laptops,1,0.15,673.17,68.87
ORD-2023-00800,2023-12-15,2023-12-18,Second Class,CUST-0279,Corporate,West,Washington,Office Supplies,Art,4,0.0,249.08,44.58
ORD-2023-00801,2024-11-13,2024-11-14,First Class,CUST-0070,Consumer,East,New York,Furniture,Furnishings,7,0.1,476.36,-45.57
ORD-2023-00802,2024-03-20,2024-03-26,Second Class,CUST-0226,Consumer,East,Pennsylvania,Furniture,Tables,2,0.4,208.93,-44.69
ORD-2023-00803,2023-11-26,2023-11-26,Standard Class,CUST-0013,Consumer,Central,Minnesota,Technology,Accessories,7,0.0,853.94,134.76
ORD-2023-00804,2024-01-08,2024-01-13,Standard Class,CUST-0018,Corporate,East,Florida,Technology,Phones,6,0.0,292.14,38.4
ORD-2023-00805,2024-01-21,2024-01-23,Standard Class,CUST-0267,Consumer,South,Louisiana,Office Supplies,Binders,4,0.0,121.91,2.98
ORD-2023-00806,2023-09-28,2023-10-01,Standard Class,CUST-0171,Consumer,South,Alabama,Technology,Laptops,1,0.2,423.52,24.28
ORD-2023-00807,2023-05-24,2023-05-30,Standard Class,CUST-0241,Home Office,Central,Minnesota,Technology,Accessories,4,0.0,451.99,77.82
ORD-2023-00808,2024-07-25,2024-07-27,Standard Class,CUST-0015,Consumer,Central,Minnesota,Furniture,Tables,5,0.15,381.88,6.24
ORD-2023-00809,2023-11-18,2023-11-24,Standard Class,CUST-0258,Home Office,Central,Michigan,Furniture,Bookcases,7,0.1,387.47,2.28
ORD-2023-00810,2024-02-20,2024-02-22,Standard Class,CUST-0116,Home Office,South,Louisiana,Technology,Networking,8,0.3,150.68,9.89
ORD-2023-00811,2023-09-11,2023-09-16,Standard Class,CUST-0292,Consumer,East,Massachusetts,Furniture,Bookcases,8,0.1,339.99,8.19
ORD-2023-00812,2023-07-11,2023-07-17,Standard Class,CUST-0172,Consumer,South,Kentucky,Technology,Accessories,6,0.15,620.96,36.39
ORD-2023-00813,2024-09-29,2024-10-05,Second Class,CUST-0387,Consumer,Central,Illinois,Office Supplies,Binders,7,0.0,105.37,13.64
ORD-2023-00814,2024-10-31,2024-11-01,Second Class,CUST-0023,Corporate,South,Alabama,Technology,Accessories,7,0.0,334.69,58.01
ORD-2023-00815,2023-06-27,2023-06-27,Second Class,CUST-0090,Consumer,South,Kentucky,Furniture,Chairs,3,0.0,215.78,11.4
ORD-2023-00816,2024-01-16,2024-01-20,Standard Class,CUST-0219,Consumer,South,Alabama,Office Supplies,Paper,7,0.15,87.63,4.18
ORD-2023-00817,2023-08-21,2023-08-24,Same Day,CUST-0102,Consumer,West,Oregon,Office Supplies,Paper,8,0.1,121.61,13.79
ORD-2023-00818,2024-03-20,2024-03-26,Second Class,CUST-0134,Corporate,West,Nevada,Technology,Networking,2,0.15,968.58,112.09
ORD-2023-00819,2024-03-16,2024-03-21,Standard Class,CUST-0028,Corporate,East,Pennsylvania,Technology,Laptops,6,0.2,218.69,14.73
ORD-2023-00820,2024-05-08,2024-05-12,Standard Class,CUST-0365,Consumer,West,California,Furniture,Tables,1,0.1,291.55,-2.85
ORD-2023-00821,2023-12-19,2023-12-25,Standard Class,CUST-0016,Consumer,West,Washington,Office Supplies,Paper,2,0.15,227.25,20.21
ORD-2023-00822,2024-10-16,2024-10-20,Standard Class,CUST-0400,Consumer,East,New York,Furniture,Bookcases,7,0.15,267.87,-3.75
ORD-2023-00823,2023-07-10,2023-07-10,Standard Class,CUST-0110,Corporate,South,Georgia,Furniture,Furnishings,1,0.4,379.85,-65.14
ORD-2023-00824,2023-03-17,2023-03-18,Standard Class,CUST-0184,Consumer,East,Ohio,Technology,Accessories,3,0.15,362.93,44.87
ORD-2023-00825,2024-10-26,2024-11-01,Standard Class,CUST-0123,Corporate,East,New York,Technology,Networking,4,0.0,1158.58,182.43
ORD-2023-00826,2024-05-27,2024-05-31,Standard Class,CUST-0378,Home Office,Central,Wisconsin,Office Supplies,Pens,4,0.2,57.15,0.9
ORD-2023-00827,2024-12-19,2024-12-24,Standard Class,CUST-0372,Home Office,West,California,Furniture,Tables,7,0.2,1479.43,43.77
ORD-2023-00828,2024-02-22,2024-02-23,Standard Class,CUST-0087,Corporate,Central,Wisconsin,Office Supplies,Paper,1,0.0,247.36,27.84
ORD-2023-00829,2024-05-20,2024-05-25,Standard Class,CUST-0092,Consumer,South,Tennessee,Office Supplies,Art,1,0.0,24.7,4.05
ORD-2023-00830,2023-03-05,2023-03-09,Standard Class,CUST-0353,Corporate,Central,Minnesota,Furniture,Chairs,5,0.0,412.78,38.16
ORD-2023-00831,2023-07-29,2023-07-31,Standard Class,CUST-0144,Home Office,East,Florida,Office Supplies,Art,5,0.2,74.6,2.92
ORD-2023-00832,2023-11-02,2023-11-06,Standard Class,CUST-0231,Consumer,West,Washington,Technology,Networking,8,0.0,1393.51,309.85
ORD-2023-00833,2024-09-11,2024-09-15,First Class,CUST-0360,Consumer,South,Georgia,Technology,Laptops,6,0.0,389.28,67.19
ORD-2023-00834,2024-01-08,2024-01-14,Standard Class,CUST-0327,Consumer,South,Louisiana,Furniture,Furnishings,4,0.4,236.95,-34.7
ORD-2023-00835,2024-11-20,2024-11-23,Standard Class,CUST-0023,Corporate,Central,Minnesota,Office Supplies,Storage,7,0.0,88.95,8.47
ORD-2023-00836,2023-09-08,2023-09-14,Second Class,CUST-0009,Home Office,West,Oregon,Technology,Laptops,1,0.0,262.45,51.2
ORD-2023-00837,2024-05-27,2024-05-27,Standard Class,CUST-0145,Corporate,East,Massachusetts,Office Supplies,Storage,7,0.15,180.03,11.92
ORD-2023-00838,2024-03-03,2024-03-04,Standard Class,CUST-0176,Consumer,West,Oregon,Office Supplies,Art,6,0.0,171.72,30.24
ORD-2023-00839,2023-06-28,2023-06-29,Standard Class,CUST-0226,Home Office,South,Louisiana,Furniture,Furnishings,6,0.1,149.91,11.28
ORD-2023-00840,2023-11-30,2023-12-05,First Class,CUST-0354,Consumer,West,Arizona,Furniture,Furnishings,2,0.0,1006.56,96.45
ORD-2023-00841,2023-12-01,2023-12-03,First Class,CUST-0301,Home Office,East,Florida,Technology,Accessories,6,0.15,480.82,50.2
ORD-2023-00842,2024-07-03,2024-07-07,Standard Class,CUST-0075,Corporate,Central,Wisconsin,Office Supplies,Pens,8,0.2,88.58,1.19
ORD-2023-00843,2024-02-02,2024-02-02,Standard Class,CUST-0170,Consumer,Central,Wisconsin,Office Supplies,Paper,2,0.0,79.25,12.56
ORD-2023-00844,2024-12-11,2024-12-12,Standard Class,CUST-0278,Consumer,West,Washington,Office Supplies,Storage,7,,209.41,-31.21
ORD-2023-00845,2024-03-25,2024-03-26,Standard Class,CUST-0041,Corporate,East,New York,Office Supplies,Art,2,0.0,117.12,22.96
ORD-2023-00846,2024-06-23,2024-06-23,First Class,CUST-0316,Consumer,West,California,Office Supplies,Paper,4,0.1,238.87,10.82
ORD-2023-00847,2023-05-26,2023-05-27,Second Class,CUST-0241,Corporate,Central,Texas,Office Supplies,Binders,6,,93.52,5.83
ORD-2023-00848,2024-02-11,2024-02-17,Standard Class,CUST-0135,Corporate,East,Ohio,Office Supplies,Paper,6,0.1,124.62,1.0
ORD-2023-00849,2024-06-13,2024-06-18,Second Class,CUST-0280,Consumer,East,Pennsylvania,Office Supplies,Pens,6,0.0,93.75,15.56
ORD-2023-00850,2024-12-12,2024-12-13,Standard Class,CUST-0175,Corporate,East,Florida,Office Supplies,Art,7,0.0,259.58,41.49
ORD-2023-00851,2024-07-15,2024-07-21,Standard Class,CUST-0103,Consumer,East,Pennsylvania,Technology,Laptops,3,0.1,890.53,169.88
ORD-2023-00852,2023-04-11,2023-04-17,First Class,CUST-0253,Corporate,South,Kentucky,Furniture,Chairs,5,,480.41,-17.62
ORD-2023-00853,2023-06-06,2023-06-08,Second Class,CUST-0269,Corporate,South,Tennessee,Furniture,Bookcases,4,0.0,183.43,15.23
ORD-2023-00854,2024-02-07,2024-02-11,First Class,CUST-0275,Home Office,South,Kentucky,Furniture,Chairs,2,0.1,205.73,-3.65
ORD-2023-00855,2024-04-01,2024-04-04,First Class,CUST-0160,Consumer,West,Oregon,Furniture,Tables,4,0.1,498.34,5.13
ORD-2023-00856,2024-12-09,2024-12-14,First Class,CUST-0060,Corporate,East,Ohio,Office Supplies,Storage,8,0.0,128.8,18.94
ORD-2023-00857,2024-01-14,2024-01-18,Standard Class,CUST-0238,Consumer,Central,Wisconsin,Technology,Laptops,4,0.4,420.57,-15.16
ORD-2023-00858,2024-12-26,2024-12-29,Second Class,CUST-0093,Corporate,East,Ohio,Furniture,Tables,6,0.4,259.93,-30.28
ORD-2023-00859,2023-06-23,2023-06-25,First Class,CUST-0132,Consumer,West,California,Office Supplies,Binders,5,0.0,114.35,17.68
ORD-2023-00860,2023-05-29,2023-06-02,First Class,CUST-0123,Consumer,East,Massachusetts,Office Supplies,Binders,4,0.0,169.7,11.02
ORD-2023-00861,2024-03-19,2024-03-19,Same Day,CUST-0384,Corporate,South,Kentucky,Technology,Networking,8,0.0,585.78,93.21
ORD-2023-00862,2023-07-28,2023-07-30,Standard Class,CUST-0322,Consumer,East,New York,Technology,Networking,4,0.0,716.41,119.91
ORD-2023-00863,2024-06-17,2024-06-22,First Class,CUST-0332,Corporate,Central,Minnesota,Office Supplies,Art,2,0.0,63.92,9.7
ORD-2023-00864,2024-11-08,2024-11-10,Same Day,CUST-0287,Consumer,Central,Michigan,Office Supplies,Pens,7,0.0,357.56,49.31
ORD-2023-00865,2024-06-14,2024-06-14,Standard Class,CUST-0238,Corporate,South,Tennessee,Furniture,Furnishings,4,,192.46,24.82
